Multiplicity,Summarized Transverse Momentum,Spectators Energy Deposition,Multiplicity of soft particles,Multiplicity of hard particles,Impact Parameter
54,22.6351,133.097,10,11,2
20,9.44362,211.645,3,1,2
74,31.4389,101.286,18,15,1
6,2.39032,241.056,1,2,2
44,13.9536,148.266,13,13,1
19,6.8438,222.258,5,2,2
74,30.896,122.578,14,14,1
67,27.6806,85.0947,14,9,1
68,30.0015,66.7485,15,15,0
11,3.65036,251.835,5,3,2
91,37.9682,100.372,22,22,1
18,8.25518,227.325,5,3,2
76,31.586,95.3712,21,14,1
7,1.79414,256.765,3,2,2
10,4.41496,224.567,1,3,2
7,3.34411,202.995,2,0,2
66,24.6573,119.207,17,19,1
9,3.83663,244.492,3,1,2
80,35.1962,95.4509,18,21,1
1,0.708725,264.235,0,0,2
44,18.759,166.93,11,12,1
10,3.24399,256.397,3,0,2
87,40.9595,85.7776,18,15,1
16,5.7567,230.156,6,4,2
42,21.2692,140.842,4,11,1
38,15.7431,172.688,9,6,2
60,25.442,107.134,15,11,1
40,16.1448,162.358,12,8,2
83,36.3177,82.2344,16,18,0
23,8.67387,209.029,10,1,2
91,36.9577,42.4583,25,20,0
72,28.8171,84.4229,22,15,1
53,22.4113,161.461,10,12,1
7,2.56088,238.575,1,0,2
51,21.7681,130.434,9,10,1
7,2.95436,266.262,1,2,2
6,1.73872,249.27,2,2,2
83,39.4544,124.258,20,13,1
84,39.2183,86.9169,16,20,0
4,1.64742,259.76,2,0,2
10,3.97817,243.862,3,0,2
20,9.33811,190.881,4,2,2
2,0.527161,269.734,0,0,2
47,20.407,162.748,11,7,2
16,7.2703,246.841,3,2,2
19,10.8759,216.959,4,5,2
43,20.9047,179.379,6,9,2
41,18.0511,183.115,5,10,2
57,23.6977,94.1042,19,12,1
75,36.8455,85.8129,18,12,1
53,24.5274,151.883,9,8,1
22,8.30863,198.681,3,5,2
13,10.3155,235.577,1,1,2
15,6.63605,201.977,1,1,2
11,6.94637,234.607,1,6,2
60,26.9343,167.258,14,14,1
19,8.83518,212.914,5,1,2
72,33.1642,101.452,16,11,1
42,15.861,157.815,11,8,1
30,11.8382,193.319,8,8,1
46,18.0047,189.792,15,7,2
17,7.84412,243.439,1,3,2
68,29.169,93.1274,14,15,1
97,40.274,64.4088,22,27,1
5,2.88451,239.551,0,3,2
25,8.28711,217.568,8,2,2
59,22.0357,101.613,15,10,1
33,15.2742,167.21,8,9,2
22,9.47631,198.478,4,3,2
62,30.0379,81.7258,13,13,1
14,4.70372,221.827,3,1,2
12,4.85158,239.628,3,4,2
69,27.0644,120.132,23,18,1
23,9.17561,193.775,7,3,2
67,36.1748,95.3531,11,11,1
28,16.6465,211.118,5,7,2
30,12.4112,219.207,5,8,2
6,2.0265,246.243,4,0,2
2,1.57026,258.286,0,1,2
85,34.1563,77.3454,26,13,0
33,19.9008,184.232,7,2,2
5,2.02939,250.43,1,0,2
106,44.2219,37.9362,24,21,0
36,14.3139,169.836,10,9,2
86,39.0998,75.1746,16,19,1
43,16.2236,113.722,13,10,2
50,18.0733,130.961,7,13,1
25,12.0818,204.04,5,2,2
20,6.76913,216.461,6,3,2
24,9.50514,224.263,5,4,2
28,14.4264,207.728,6,6,2
80,32.8684,114.683,17,16,1
115,51.1772,44.0523,27,26,0
34,10.8,164.343,9,7,2
1,0.620613,263.956,0,0,2
2,0.372312,259.434,2,0,2
22,10.2917,173.436,5,4,2
11,3.88156,247.135,4,2,2
21,9.91664,226.434,6,4,2
28,11.4063,165.45,6,8,2
8,4.23364,230.974,2,2,2
12,6.28579,236.67,1,4,2
47,23.122,121.053,8,7,1
73,28.4287,89.152,24,12,0
16,6.05712,238.064,4,3,2
67,26.0106,91.3147,16,9,1
16,7.1636,229.231,5,3,2
24,13.6682,185.16,3,5,2
142,59.3992,27.6107,31,33,0
2,0.916193,262.117,0,0,2
38,15.9168,185.879,8,8,2
56,25.3201,133.047,7,18,1
15,5.66557,227.782,2,5,2
4,3.13042,264.039,0,0,2
39,15.5697,216.961,8,7,2
5,1.16564,253.965,3,0,2
28,11.7956,179.531,6,7,2
40,18.3862,145.897,9,10,2
75,30.7206,99.7655,15,17,1
9,2.95116,242.614,2,2,2
18,8.61258,213.349,3,5,2
70,27.9069,101.092,18,15,1
51,20.6436,167.107,9,13,2
1,0.530161,263.573,0,1,2
14,8.79361,233.214,3,0,2
33,13.1767,162.551,10,11,2
33,16.8229,157.363,7,10,2
32,14.2565,197.905,5,8,2
10,3.39897,228.583,3,3,2
13,3.40791,247.56,7,1,2
28,9.68691,198.692,9,3,2
15,6.16002,242.3,2,2,2
102,43.3873,73.391,23,24,1
71,33.9877,105.709,12,15,1
13,4.611,241.612,3,1,2
115,54.0297,42.3672,22,19,1
4,1.01987,267.342,2,0,2
3,2.16051,233.582,0,2,2
52,21.0298,149.824,13,10,1
142,51.6643,41.0647,42,28,0
16,6.31225,213.585,5,4,2
35,14.9439,174.066,9,8,2
78,36.4255,66.4104,9,21,1
12,4.0692,238.837,4,2,2
61,21.9216,148.418,15,11,2
76,25.4407,111.252,26,14,1
36,12.6574,145.663,6,3,2
26,10.3343,166.284,7,5,2
34,14.0625,180.076,10,7,2
67,32.0712,140.846,10,16,1
16,5.75235,243.424,5,2,2
30,12.3884,180.343,7,7,1
43,19.6005,151.935,10,13,2
24,9.98006,221.732,9,2,2
78,32.0455,85.0604,19,17,0
1,0.41952,247.891,0,1,2
30,15.232,151.703,8,5,1
83,33.4196,80.761,21,20,0
54,25.9744,143.404,4,10,2
7,1.98301,264.282,2,1,2
58,25.1035,105.454,10,14,1
57,25.3641,159.571,10,11,2
88,39.7276,65.4341,15,18,1
9,4.64018,251,1,4,2
49,20.3249,149.68,11,16,1
4,1.48841,268.266,1,0,2
10,4.97448,229.687,1,0,2
25,9.61479,214.816,4,7,2
23,9.78559,208.185,11,3,1
4,1.04417,253.596,2,1,2
42,23.3024,150.652,10,9,1
15,3.59164,243.407,8,3,2
28,8.9457,187.956,10,3,2
50,20.0254,135.244,13,5,1
101,39.5332,60.9942,27,23,0
11,6.06523,254.085,1,2,2
15,7.3913,220.679,5,4,2
118,47.9861,64.083,31,25,0
18,7.66539,231.352,5,1,2
20,12.0957,192.577,3,6,2
78,34.0662,57.9227,21,19,0
9,5.93502,254.849,0,4,2
8,2.96675,243.017,4,2,2
46,17.869,132.428,9,8,2
68,30.0065,124.516,16,14,1
4,2.83189,247.862,1,1,2
81,29.6159,123.971,24,12,1
14,6.60633,244.151,4,3,2
36,15.9183,133.039,7,7,1
6,2.21138,215.065,2,0,2
14,5.04274,239.587,3,1,2
28,10.5375,189.552,10,6,2
1,0.347593,266.133,0,0,2
114,46.9692,53.004,32,23,0
58,25.789,165.025,13,15,2
8,2.28363,225.172,2,2,2
32,11.5485,171.261,8,5,2
90,40.2742,104.519,23,17,0
9,3.56395,241.481,1,4,2
34,13.0546,134.715,13,7,1
75,32.9707,84.6716,17,17,0
24,7.91766,234.157,9,5,2
30,11.0094,169.62,8,4,2
10,4.49171,249.98,2,3,2
9,3.3784,249.939,1,2,2
1,0.57667,259.571,0,1,2
90,35.9831,62.8675,28,18,0
10,4.05674,254.633,2,1,2
49,20.7107,159.974,11,11,2
15,6.86896,198.042,5,3,1
67,28.4781,96.5227,17,10,1
90,34.8525,126.508,26,25,1
76,26.1762,139.6,21,13,1
4,1.03348,268.892,1,0,2
95,39.3106,72.2389,28,17,1
24,9.33926,187.378,8,4,2
33,16.1032,152.511,6,6,1
14,7.43058,234.562,0,3,2
20,8.11477,238.742,6,5,2
18,8.27606,210.557,3,4,2
10,3.09826,252.801,4,2,2
35,14.1269,215.023,9,11,2
3,0.983022,265.173,0,0,2
21,10.2989,209.842,2,5,2
19,7.47139,200.235,4,4,2
14,8.94068,211.098,2,2,1
3,3.31618,244.712,0,0,2
55,23.4215,111.872,14,13,1
15,5.27217,240.794,3,5,2
22,8.75933,241.726,5,6,2
7,3.08493,222.635,0,3,2
44,15.5347,186.476,14,9,1
6,2.11844,259.476,0,1,2
18,6.21179,245.642,3,4,2
49,23.0034,171.117,13,12,1
8,3.20003,234.863,2,0,2
102,44.3712,61.0475,18,15,0
22,9.05666,211.756,5,2,2
41,19.402,173.665,8,5,2
8,4.04744,236.714,1,3,2
68,27.9011,103.69,12,20,1
12,5.20092,207.058,1,4,2
12,5.41273,235.937,1,4,2
25,8.97347,248.351,10,5,2
105,47.1587,44.9472,25,19,0
74,30.524,83.0905,15,17,0
12,6.78689,225.936,2,2,2
76,33.3321,133.713,13,14,2
27,11.6943,171.069,7,10,1
6,1.51038,231.006,3,1,2
54,20.9,133.213,14,11,1
66,27.5652,108.889,20,10,1
103,41.3308,78.6193,31,21,0
51,20.7601,183.14,11,7,2
50,20.1138,140.173,14,6,1
18,7.54579,244.782,3,2,2
74,29.0001,100.616,21,9,1
6,2.70331,230.834,1,2,2
45,18.9344,115.426,9,9,1
9,3.5987,239.26,2,2,2
5,1.57216,223.483,2,2,2
44,14.7664,155.585,16,10,1
30,11.0821,179.64,7,8,2
70,26.8321,82.1657,22,14,1
56,25.774,157.643,12,8,2
15,6.60508,242.085,4,3,2
29,11.4092,176.2,6,7,2
55,25.7115,100.866,16,8,1
14,5.8464,248.273,2,6,2
54,24.9608,170.283,8,13,1
116,45.0867,49.485,25,24,0
70,31.6754,114.474,12,17,1
9,2.09677,241.174,5,0,2
28,13.0788,183.156,6,7,2
93,34.2276,114.134,24,17,1
9,4.08211,264.722,1,4,2
33,13.5473,178.786,10,9,2
41,14.2472,152.092,13,10,2
4,3.06479,260.279,2,0,2
4,1.17946,264.509,2,1,2
14,5.97323,228.111,4,5,2
45,16.946,190.804,11,13,1
9,4.21454,254.201,2,1,2
11,6.11238,196.856,2,2,2
17,7.63965,227.106,5,2,2
57,22.5788,120.239,15,17,1
83,36.9943,93.9695,18,20,1
92,42.5176,74.6852,23,23,1
34,16.3875,169.162,5,3,1
63,30.0052,153.945,10,19,1
15,5.72517,252.961,3,5,2
3,2.30831,265.289,0,0,2
40,20.6275,161.245,7,5,1
32,12.9592,190.794,6,7,2
113,39.6114,58.2514,40,19,0
12,3.69951,225.51,5,2,2
9,4.4647,256.924,0,3,2
11,3.83429,250.92,3,2,2
61,27.3144,134.87,10,11,2
6,1.85671,258.145,2,0,2
22,9.79641,219.62,8,4,2
45,18.7625,157.939,14,5,2
55,22.4377,99.146,13,16,1
5,2.20894,259.213,1,0,2
26,9.67632,209.65,8,4,2
59,23.9366,118.233,23,8,1
67,26.4293,127.733,13,11,1
12,4.43399,231.809,3,2,2
29,11.6842,224.002,6,8,2
38,18.3686,168.178,5,10,2
46,18.201,132.694,6,10,1
73,32.8987,89.1227,18,16,1
12,5.37515,221.551,4,3,2
46,20.7788,129.904,9,11,1
39,21.1453,135.81,5,9,1
63,24.2,110.732,14,18,1
33,15.5312,182.195,6,8,2
6,1.8995,231.266,1,2,2
87,40.4787,69.985,27,12,0
38,14.78,196.678,9,10,1
52,22.092,98.9641,8,18,1
102,48.5583,68.1103,23,19,0
41,17.3315,121.959,5,10,2
12,6.07773,199.939,3,2,2
9,5.89969,265.5,1,2,2
114,44.4966,94.2399,25,28,0
32,14.2625,225.375,7,7,2
15,6.11394,202.307,3,1,2
76,33.4854,121.077,10,24,1
54,22.3882,187.351,10,11,1
7,3.16037,253.539,2,1,2
3,0.725465,269.333,1,0,2
4,1.80173,257.303,1,0,2
60,25.753,126.85,14,9,1
24,9.1134,199.372,7,6,2
14,5.71582,249.487,3,5,2
7,1.90583,194.037,3,0,2
50,21.3879,146.223,8,15,1
13,4.86436,235.491,1,1,2
70,26.0352,101.46,16,17,1
29,12.5153,176.591,9,4,1
122,50.5081,61.2448,29,25,0
41,19.0137,151.296,8,8,2
17,5.3474,224.097,8,7,2
12,4.89589,208.598,4,1,2
20,8.2754,217.64,4,4,2
1,0.237037,261.673,0,0,2
16,5.91927,214.12,4,4,2
8,2.41825,259.855,5,1,2
2,0.636712,259.11,0,1,2
101,36.0903,88.5076,35,25,1
2,0.306622,264.95,2,0,2
32,12.6914,162.473,6,6,1
43,13.6731,129.26,19,9,1
25,13.363,194.224,3,5,2
9,2.76539,253.509,3,1,2
103,42.587,53.8126,24,17,0
22,8.23271,219.047,5,5,2
72,32.5161,151.823,19,14,2
57,23.02,156.88,11,15,1
35,15.2398,188.848,7,7,2
2,0.439942,268.738,1,0,2
76,29.8787,123.859,23,13,1
17,7.20404,223.431,6,2,2
75,31.6343,86.2282,17,16,1
17,7.56046,242.086,3,8,2
41,18.8202,157.042,12,7,1
28,11.1566,193.205,5,7,2
10,4.66902,234.631,2,2,2
14,8.21785,233.085,3,4,2
70,31.1383,73.1068,14,14,1
37,16.5229,213.094,6,7,2
84,34.6398,73.1783,20,14,1
77,36.115,97.4169,20,14,1
8,2.31116,260.892,3,3,2
12,4.3367,259.09,1,1,2
26,11.2346,214.673,6,3,1
19,8.73616,205.795,3,6,2
10,5.73717,211.536,1,4,2
20,9.58508,201.531,3,5,2
10,6.09443,234.604,2,2,2
53,23.048,148.814,13,16,2
4,1.8223,264.661,0,1,2
16,5.52698,223.46,7,3,2
50,24.1054,155.099,12,16,2
20,9.24276,187.561,6,2,1
52,19.4889,130.374,14,13,1
31,10.1637,207.586,12,5,2
19,7.07475,237.894,5,5,2
7,2.4248,247.011,2,3,2
28,10.8825,198.258,7,4,2
7,2.91311,240.172,2,0,2
45,18.6841,138.186,13,10,1
100,43.6512,40.8688,22,23,0
98,41.1583,68.6765,27,24,0
10,4.20849,235.629,1,4,2
1,1.0116,251.186,0,0,2
113,47.023,42.8546,24,24,0
45,19.1086,126.499,14,11,2
40,16.3698,118.39,10,9,1
13,5.45179,228.661,2,2,2
36,14.5443,185.159,13,8,2
21,12.5221,209.082,3,3,2
53,22.3442,131.182,11,10,2
16,5.06352,238.713,5,5,2
12,3.60878,251.622,2,3,2
38,15.0988,165.182,12,7,2
109,43.3006,42.0853,21,25,0
14,4.9436,241.356,5,4,2
96,43.1181,83.2083,23,15,0
14,6.27686,225.498,2,4,2
32,15.2503,163.418,6,4,1
15,6.07266,208.598,4,1,2
9,3.475,216.187,3,2,2
81,33.0918,82.0373,16,14,1
27,9.38577,161.796,10,3,2
9,3.79702,256.858,1,3,2
59,24.6786,126.003,18,9,1
13,5.66783,224.121,1,8,2
72,30.003,98.1459,14,17,0
60,29.5293,101.142,11,12,1
31,11.9207,151.668,9,5,1
63,27.9267,80.6059,12,14,1
71,31.6186,68.4421,12,14,1
4,1.63481,259.459,1,1,2
8,1.97011,215.925,4,1,2
4,1.15184,259.098,2,2,2
25,12.6123,171.703,6,6,2
24,11.3839,192.063,2,9,1
30,11.6504,186.266,10,5,2
6,2.37489,229.518,0,2,2
28,14.1772,191.458,5,6,2
10,3.29899,236.362,4,3,2
64,23.1391,116.467,22,6,1
17,6.43684,216.235,7,5,2
102,45.9252,52.1554,25,19,0
14,6.18738,185.606,3,2,2
10,4.88753,240.926,3,4,2
36,14.5298,145.048,7,9,1
10,5.83967,220.924,1,2,2
8,3.2806,261.032,2,3,2
3,1.27865,264.657,1,0,2
39,15.9209,171.982,6,14,1
7,2.7741,253.762,0,0,2
7,3.25045,188.993,2,2,2
10,4.23737,254.839,3,2,2
13,8.81902,239.176,1,4,2
13,5.35503,254.67,3,4,2
37,13.4678,167.506,9,9,2
14,8.62124,220.47,1,7,2
43,16.2997,158.883,13,4,1
91,36.767,68.4051,27,19,0
29,12.8701,182.107,6,4,2
15,6.01692,219.677,2,6,2
107,45.5425,53.8109,20,20,0
50,19.2341,163.776,12,9,2
17,6.79107,210.719,2,3,2
14,5.83634,233.082,2,5,2
9,3.21469,261.576,4,1,2
4,1.21171,244.463,1,0,2
2,0.742419,268.064,0,1,2
7,2.28918,246.63,4,1,2
61,24.6479,157.734,13,8,1
7,2.733,252.539,2,2,2
79,30.4279,101.217,19,16,1
4,1.08508,252.588,2,2,2
35,15.3832,193.258,9,6,2
14,5.92551,223.662,3,1,2
26,11.3158,193.171,4,6,2
84,36.8465,60.8095,17,15,0
13,4.72528,230.536,5,6,2
96,42.0606,70.505,22,14,0
9,4.69926,207.597,2,1,2
25,11.0588,198.101,8,4,1
39,12.6727,189.816,14,6,2
40,14.2483,189.623,15,6,2
29,11.6008,186.546,11,5,2
26,11.7511,197.935,7,7,2
14,5.13707,239.831,4,3,2
19,9.71962,222.441,3,6,2
42,17.5134,131.374,10,13,2
115,49.6082,32.6383,28,22,0
68,24.5649,135.48,14,11,1
23,10.8865,195.728,4,3,2
17,7.92431,203.346,4,6,2
22,5.83789,223.077,9,6,2
19,9.97876,198.589,4,6,2
67,29.8476,137.436,15,16,1
16,7.5893,237.797,3,3,2
1,0.227467,255.818,0,0,2
5,2.13293,244.088,1,2,2
18,8.69873,218.92,3,3,2
9,4.58116,242.491,3,1,2
52,23.3995,122.883,13,14,2
46,19.724,182.305,12,12,1
101,40.7891,85.2823,24,15,1
43,20.3305,162.351,9,9,2
12,7.80077,242.772,2,2,2
26,10.3279,210.479,8,9,2
54,24.5929,143.545,11,10,1
25,11.6281,198.463,5,2,2
87,38.5946,37.6254,22,17,0
32,14.4311,223.133,9,5,2
16,6.43041,248.159,5,5,2
10,3.76491,231.618,1,1,2
39,19.5408,156.054,7,7,2
108,49.5673,35.1019,21,19,0
40,21.832,167.641,8,5,1
45,23.4829,135.697,9,13,1
26,10.8012,179.024,7,11,2
67,29.7862,157.049,11,19,1
32,14.4851,206.867,5,12,2
78,30.2581,114.674,19,16,1
26,10.3663,179.645,5,7,2
10,3.69749,240.295,4,0,2
8,2.3289,214.081,4,1,2
3,1.44733,253.948,0,0,2
28,11.9144,209.828,5,9,2
38,17.3377,180.053,7,7,1
34,12.0468,206.475,11,7,2
106,35.3373,89.8975,39,16,0
14,6.49959,190.694,5,1,2
77,28.9929,107.047,23,12,1
102,40.0018,75.2937,28,19,0
18,7.11325,214.396,6,2,2
27,9.64417,177.361,9,5,2
29,13.5623,179.533,4,7,2
22,7.79234,222.614,6,5,2
54,19.475,162.132,17,5,1
13,4.89869,254.101,1,3,2
36,14.4196,145.855,6,8,1
33,15.588,157.187,5,10,1
25,10.3304,205.41,6,7,2
28,12.4521,201.073,10,8,2
21,10.0996,193.466,2,5,2
4,3.55134,239.207,0,0,2
27,10.2118,208.619,7,6,2
17,6.71052,228.425,2,5,2
41,19.88,157.376,7,10,2
35,16.6388,199.473,7,6,2
27,11.8967,203.392,7,8,1
2,0.793844,266.166,0,1,2
54,23.6237,162.72,9,12,2
75,34.3465,88.8899,23,13,0
6,2.00476,260.593,0,1,2
94,41.8641,43.6902,19,20,1
25,12.3561,167.371,3,3,2
2,0.165857,265.541,2,0,2
45,16.3926,144.961,12,9,1
5,2.80949,260.322,0,1,2
11,5.35263,235.692,4,2,2
77,29.5112,83.9239,19,18,0
3,1.04518,255.863,0,1,2
8,3.30297,248.296,1,0,2
37,14.5526,163.322,9,12,1
46,20.7689,170.414,8,7,2
44,18.504,149.943,10,10,2
48,18.9478,188.207,13,10,2
89,37.1329,61.6794,20,22,0
31,10.837,194.299,10,3,2
2,1.50802,265.037,0,0,2
40,19.6165,158.521,7,9,2
43,15.2565,176.711,12,8,1
28,11.0755,175.276,7,3,2
25,12.6598,167.44,4,7,2
88,35.2591,49.3748,25,18,1
6,2.6802,257.277,1,1,2
32,10.3504,229.77,7,6,2
4,1.48978,244.86,0,1,2
72,30.5176,85.4696,19,10,0
2,0.702032,264.031,0,0,2
5,2.18639,251.677,0,2,2
4,1.63998,249.26,0,3,2
23,9.3568,208.291,6,4,2
35,13.6873,168.391,10,8,2
7,2.11249,268.457,1,2,2
1,0.22021,264.879,0,0,2
57,24.196,140.394,19,10,1
68,27.4692,114.189,16,10,1
17,6.19795,213.931,4,1,2
9,3.95212,250.541,3,2,2
10,4.01108,259.682,1,3,2
2,0.892969,260.721,1,0,2
20,7.99334,212.701,7,0,2
35,16.7763,179.288,7,5,2
6,1.85067,259.997,3,1,2
38,14.3626,149.795,12,9,2
98,39.0839,62.3178,25,20,0
15,4.91041,240.998,4,1,2
19,8.02625,231.169,3,6,2
4,2.44,259.022,1,1,2
66,27.4285,117.922,17,14,1
25,9.65204,232.548,6,7,2
15,6.32704,227.054,2,1,2
12,3.358,251.423,6,2,2
75,32.135,70.4353,20,16,1
3,0.972726,257.211,1,0,2
20,7.00175,214.835,6,7,2
29,11.1031,178.843,5,3,2
29,11.0495,166.208,9,6,1
76,32.6603,119.867,18,17,1
47,16.4308,123.256,15,6,2
19,7.99718,212.455,4,1,2
78,37.2745,108.137,14,13,1
30,16.3651,200.587,5,8,2
38,17.046,203.113,10,9,2
38,16.4425,197.826,12,3,2
12,4.55395,205.179,4,2,2
11,4.14218,251.741,3,4,2
67,27.7041,108.494,16,16,1
9,3.50129,246.48,1,6,2
29,11.2969,226.342,8,5,2
3,1.09277,245.698,1,2,2
69,30.6132,125.842,17,15,2
68,26.7652,114.275,16,12,1
108,45.1678,41.9617,23,16,0
107,41.0526,73.9611,32,18,1
43,18.4611,162.954,10,8,1
5,1.67085,265.853,2,1,2
29,13.4497,201.969,7,6,2
3,1.18476,253.934,1,0,2
3,0.631377,265.624,1,0,2
16,7.20923,228.753,1,5,2
23,9.86938,204.056,4,8,2
78,35.3961,82.439,14,14,1
15,4.39625,202.494,5,0,2
41,20.824,121.6,7,8,1
73,33.2528,72.9713,16,16,1
10,3.42013,237.766,4,1,2
35,13.5127,225.532,10,6,2
63,27.4632,135.084,9,19,1
72,26.8909,133.466,23,13,1
72,25.4218,137.012,19,13,1
1,0.956708,251.917,0,0,2
62,23.8108,141.353,18,10,1
5,2.30823,253.692,1,2,2
52,18.7424,168.533,13,8,2
18,5.10035,166.091,8,4,1
12,4.10754,237.884,4,2,2
82,36.0681,73.332,19,16,0
22,8.52714,226.199,10,4,2
24,13.5502,166.688,2,7,2
16,6.51797,230.802,5,5,2
60,20.9928,116.997,13,15,2
37,14.9165,166.46,6,7,1
4,1.24051,269.232,1,1,2
101,40.8701,70.9488,27,21,1
75,30.8646,106.794,22,14,1
15,6.17649,241.106,4,4,2
18,9.40269,206.914,5,2,2
4,1.93397,228.922,0,1,2
3,1.31517,244.962,1,1,2
21,7.3215,198.582,7,3,2
11,4.69839,241.658,5,2,2
58,24.3513,110.868,11,14,1
7,3.03661,242.883,3,1,2
11,3.70905,228.453,4,0,2
50,22.0982,159.222,8,11,2
52,20.4246,145.328,13,12,1
41,16.049,190.392,14,8,2
6,2.39238,246.21,2,0,2
5,1.75896,215.03,1,1,2
18,8.56144,216.776,6,2,2
67,30.9006,124.211,8,14,1
91,39.7269,65.1987,13,23,0
20,6.25115,187.682,5,5,2
59,26.9621,169.366,5,11,1
109,41.7125,57.941,25,18,1
11,5.38141,203.149,2,3,2
19,6.98145,203.153,2,7,1
5,2.46023,245.877,2,0,2
73,34.9486,71.1542,14,20,0
6,2.23804,264.94,0,1,2
68,24.6797,147.211,18,15,2
81,32.9425,66.781,22,16,1
7,4.5435,210.358,1,1,2
6,3.48163,265.018,1,2,2
84,31.4838,77.0021,23,14,1
76,31.0366,88.1392,15,20,1
89,36.2034,28.8187,23,24,0
46,17.7244,166.73,12,13,1
8,4.27129,257.775,1,3,2
17,6.67454,228.029,3,5,2
2,0.862267,263.172,0,1,2
35,13.0383,165.173,9,8,1
13,5.57555,233.799,4,3,2
12,4.96356,229.16,2,1,2
15,7.73477,243.394,1,4,2
19,9.9301,191.861,4,3,2
3,1.31619,263.188,0,1,2
24,8.50079,217.24,7,4,2
58,25.6903,130.203,10,10,1
4,1.5705,218.887,1,0,2
11,4.97937,248.372,2,2,2
79,33.122,83.2904,23,20,1
55,25.0055,90.9502,13,11,1
3,1.213,241.101,1,1,2
67,29.5176,129.314,10,19,1
109,48.4805,41.7586,26,16,1
78,33.2132,75.5446,14,19,0
27,10.6411,131.309,7,5,1
39,16.497,130.502,8,7,1
1,0.211157,264.954,0,0,2
112,46.7961,82.3369,24,19,0
73,35.4629,102.581,12,9,1
60,23.384,128.503,14,14,1
95,42.919,99.9967,25,16,0
27,10.2478,157.639,7,5,2
35,14.4871,119.904,5,7,1
25,10.8804,180.756,6,9,2
23,10.3335,188.835,2,9,2
10,3.50445,233.922,2,3,2
2,0.545328,266.417,0,0,2
55,25.0979,101.195,12,11,1
13,6.30049,212.017,3,1,2
30,18.2585,181.107,7,4,2
116,46.7219,49.2866,24,19,0
42,18.4214,172.23,7,11,1
4,1.62091,262.708,1,1,2
22,6.80934,177.274,8,5,2
17,8.077,223.238,3,3,2
28,13.9732,176.651,4,4,2
8,3.78686,237.078,2,1,1
84,37.7382,100.193,18,20,1
25,9.81874,238.506,7,4,2
11,3.66035,259.804,3,0,2
95,46.5219,58.3226,24,25,0
105,46.5378,82.1098,23,24,1
101,40.4082,68.702,28,22,1
40,13.5512,186.653,15,7,2
11,4.07341,259.148,2,4,2
2,0.809618,268.881,0,1,2
65,25.9856,146.366,14,16,1
87,34.6815,98.4399,21,11,1
28,10.8273,195.637,7,11,2
52,22.7235,93.5034,12,9,1
8,4.69857,258.562,1,2,2
45,18.0201,153.186,10,15,1
45,19.6402,149.698,10,10,1
8,3.62063,259.439,1,1,2
14,9.29468,219.454,2,1,2
41,17.2005,126.28,9,5,1
8,4.3371,197.621,3,0,2
27,11.8044,197.651,8,6,2
64,22.1803,120.781,28,12,1
87,38.1933,84.679,19,17,1
52,22.8842,145.032,13,12,1
38,17.5346,112.973,6,7,1
63,24.278,144.488,15,13,2
13,4.25661,254.244,2,4,2
63,28.2041,108.138,16,7,1
105,46.1886,72.2966,20,15,1
1,0.129897,261.226,1,0,2
59,24.8879,143.066,17,12,2
73,31.2619,126.392,17,15,1
8,3.21429,246.651,1,3,2
31,13.9794,195.994,10,3,1
112,53.692,38.3436,21,27,0
10,3.98922,199.618,2,2,2
9,3.05209,257.685,2,2,2
9,3.157,248.704,3,0,2
72,33.6744,105.94,20,15,1
23,10.5997,150.535,6,6,2
69,31.1787,130.437,16,16,1
28,14.4611,205.361,5,10,2
56,24.3354,127.536,17,10,1
37,15.799,176.594,9,7,2
15,6.35461,240.45,1,7,2
35,14.0985,131.284,11,9,2
40,17.202,179.752,11,9,2
3,1.00875,264.362,1,0,2
24,11.26,224.819,4,2,2
73,30.5215,108.738,15,14,1
73,33.325,142.663,17,14,1
40,16.1927,193.202,4,11,1
9,5.21594,226.48,1,2,2
13,4.68532,251.694,6,1,2
11,6.24604,234.081,2,2,2
89,40.1303,80.0743,24,16,1
24,13.6512,198.208,5,7,2
59,26.6179,136.503,13,14,1
32,17.3749,178.109,9,6,1
95,36.5939,94.0898,28,15,1
15,7.54235,185.464,3,5,2
35,13.672,217.016,9,4,2
41,17.6144,171.92,11,3,2
38,19.3717,169.272,8,5,1
11,5.37893,232.315,3,2,2
70,25.9483,72.8783,22,11,1
1,0.653924,264.502,0,0,2
25,10.0532,212.395,3,4,2
60,24.7682,100.99,16,10,1
27,14.5373,214.063,5,5,2
8,2.98802,244.641,2,1,2
9,2.81555,258.906,3,1,2
13,6.76948,219.635,3,4,1
48,20.3156,125.334,12,9,1
99,41.8074,52.1884,22,25,0
3,1.25706,264.051,2,0,2
6,1.81326,255.84,3,0,2
13,4.79995,227.94,3,3,2
97,34.6637,37.7166,31,12,0
49,27.1477,165.353,11,8,2
19,7.73324,223.004,6,2,2
40,15.3129,160.572,11,7,2
15,6.99129,248.917,3,4,2
60,25.1184,136.137,17,14,1
15,7.01693,251.499,1,4,2
111,48.1692,59.1912,29,13,0
27,9.89838,226.576,7,3,2
69,31.3217,71.7697,14,14,0
16,5.02015,210.738,6,2,2
95,44.6938,68.305,22,14,0
13,5.46836,216.674,1,6,2
32,13.534,185.343,8,8,2
105,46.1196,74.3045,24,23,0
74,34.0916,89.8513,15,14,1
